n_eval,audit,W
1000,naive,6.845541196406661
1000,naive,7.28493486611313
1000,naive,6.5723942182124375
1000,naive,15.52999796377806
1000,naive,14.763331478897323
1000,naive,1.0163051952839157
1000,naive,3.851938084114719
1000,naive,9.00255104975925
1000,naive,6.177464893332207
1000,naive,6.105091958681146
1000,naive,14.657214185104726
1000,naive,10.280218962483316
1000,naive,0.17269341012651884
1000,naive,29.487367952022737
1000,naive,7.21297803015626
1000,naive,0.729546690571743
1000,naive,7.119555463053453
1000,naive,0.45235252065590686
1000,naive,3.5030167995741044
1000,naive,3.5108616216843407
1000,naive,5.4229090072521355
1000,naive,8.19736160275652
1000,naive,6.100464703421749
1000,naive,5.531475112060406
1000,naive,0.986774591349981
1000,naive,4.81246311419539
1000,naive,0.5898604787324504
1000,naive,3.4029088651752386
1000,naive,11.306479832245058
1000,naive,5.549816487575983
1000,naive,3.806507024801575
1000,naive,9.035820562265249
1000,naive,12.034954991481312
1000,naive,40.73162164443004
1000,naive,4.908546133094925
1000,naive,7.753641698430202
1000,naive,0.05116960140993502
1000,naive,9.942101745577009
1000,naive,19.08988972762608
1000,naive,7.1106824504162525
1000,naive,4.078714375686868
1000,naive,1.7509680955094078
1000,naive,1.0234173266607125
1000,naive,6.5431344023691445
1000,naive,17.217390385864565
1000,naive,0.2711987331647645
1000,naive,2.3360830601781526
1000,naive,14.262552932993323
1000,naive,30.68686754551972
1000,naive,1.648729653562447
1000,naive,0.9907070659849337
1000,naive,11.692037889557488
1000,naive,3.173799059964084
1000,naive,1.065297341604152
1000,naive,1.761174894229448
1000,naive,1.5549685375396645
1000,naive,6.0208071284664175
1000,naive,18.734092014281867
1000,naive,3.1800242967614443
1000,naive,7.728297913192051
1000,naive,14.749367867956328
1000,naive,10.75747088067586
1000,naive,1.0580806725124348
1000,naive,11.516042985424846
1000,naive,12.343008124896189
1000,naive,6.75426731034081
1000,naive,13.348602142901067
1000,naive,3.3017600480881892
1000,naive,1.794563836638035
1000,naive,2.5100737594416827
1000,naive,22.91216291369482
1000,naive,2.6260653303531902
1000,naive,9.738523377478083
1000,naive,5.005614837426373
1000,naive,21.92601735232969
1000,naive,3.0521006062873934
1000,naive,12.573837605034043
1000,naive,8.011462184538885
1000,naive,0.18668282658012528
1000,naive,0.03098693760156155
1000,naive,7.520474150368958
1000,naive,0.8014566006592441
1000,naive,3.8388802976617566
