cell_kind,calib_policy,eval_policy,alpha,delta,perturbation,n_eval,n_oracle,mc_seed,cvar_truth,cvar_est,cvar_ci_lo,cvar_ci_hi,ci_covers_truth,audit_p,audit_reject,audit_p_xf,audit_reject_xf,t_hat,runtime_sec
size_diagnostic,base,base,0.1,0.0,none,2000,500,93,0.24911746000684898,0.2654773688260595,0.2304556951727055,0.304364275064412,true,0.0609363268381371,false,0.47842266815136203,false,0.41479999999999995,1.7048969268798828
size_diagnostic,base,base,0.1,0.0,none,2000,500,94,0.24911746000684898,0.23854658540717336,0.20333737014379108,0.28710857185702465,true,0.00012971174592002477,true,0.0950488573850059,false,0.40499999999999997,1.756786823272705
size_diagnostic,base,base,0.1,0.0,none,2000,500,95,0.24911746000684898,0.2586195384493341,0.21592910332090573,0.3040549148721641,true,0.008007676367050354,true,0.2529519996136178,false,0.40459999999999996,1.6866819858551025
size_diagnostic,base,base,0.1,0.0,none,2000,500,96,0.24911746000684898,0.22822934133845454,0.19464220801350676,0.26721672180197253,true,0.15715741865024058,false,0.645593579043902,false,0.365,1.6946630477905273
size_diagnostic,base,base,0.1,0.0,none,2000,500,97,0.24911746000684898,0.2402216522334684,0.21725223063551494,0.2910187029309193,true,0.6895358489558638,false,0.917676584856869,false,0.39999999999999997,1.6449332237243652
size_diagnostic,base,base,0.1,0.0,none,2000,500,98,0.24911746000684898,0.20918758120693226,0.184010939422794,0.25476027394462675,true,0.0004040728493754919,true,0.22197267390458997,false,0.32466666666666666,1.6437439918518066
size_diagnostic,base,base,0.1,0.0,none,2000,500,99,0.24911746000684898,0.2632902359254612,0.2195495767750281,0.31280556403315823,true,1.5270614772688873e-9,true,0.03536939566680308,true,0.44600000000000006,1.6954996585845947
power_curve,base,clone,0.1,0.0,tail,2000,500,100000,0.2703645200486027,0.2345815180606249,0.20104664168056757,0.2759643971737347,true,0.0033749586551128363,true,0.346359033634575,false,0.365,1.647603988647461
power_curve,base,clone,0.1,0.0,tail,2000,500,100001,0.2703645200486027,0.26331684969158575,0.23399735359979082,0.3128189845034984,true,0.3598774311419206,false,0.8299756007658232,false,0.415,1.663161039352417
power_curve,base,clone,0.1,0.0,tail,2000,500,100002,0.2703645200486027,0.27685948038920016,0.23915510975897766,0.3237790853536759,true,0.00003219493823536368,true,0.11720666612613484,false,0.4459066666666666,1.6239638328552246
power_curve,base,clone,0.1,0.0,tail,2000,500,100003,0.2703645200486027,0.2364628210090305,0.20170912461585205,0.2745203063375704,true,0.01155343177508339,true,0.4152657929375243,false,0.375,1.6707789897918701
power_curve,base,clone,0.1,0.0,tail,2000,500,100004,0.2703645200486027,0.22607111569811014,0.20051476283947592,0.26305208275966924,false,0.003802678272771809,true,0.12948946173905118,false,0.37479999999999997,1.6970250606536865
power_curve,base,clone,0.1,0.0,tail,2000,500,100005,0.2703645200486027,0.23842710714683799,0.2005917635470262,0.2856401989745991,true,0.0314823134555291,true,0.5186028714976392,false,0.3872500000000002,1.714191198348999
power_curve,base,clone,0.1,0.0,tail,2000,500,100006,0.2703645200486027,0.2547902792114514,0.22153739991938917,0.29687059400247123,true,2.3855538766603956e-8,true,0.14368147753365434,false,0.3466666666666666,1.6068530082702637
